0.541097619,0.305336661,0.016209092,0.013544968,0.002495864,0,0,0.001037606,0.007347374,0.000420651,0,0.082587846,0.000280434,0.006954766,0.001037606,0.000112174,0.009787151,0.003224992,0.00370173,0.004823467,0.012698413,0.008883489,0.008960636,0.014071631,0.045775232,0.074211653,0.09410789,0.096125287,0.090682559,0.083056568,0.079739243,0.069181662,0.064807422,0.060934637,0.049046269,0.045794519,0.036644873,0.027761384,0.021632047,0.015884588,0.024755476,0.031244429,0.038874297,0.045628672,0.052303816,0.051460014,0.054058765,0.055595831,0.057386433,0.05819062,0.066767289,0.071010066,0.074361504,0.075054768,0.079927425,0.075680686,0.059335496,0.019724358,0.003783242,0.004856811,E:\juhua\反面\1-安徽亳州 亳菊\AH_HZ_HJ_0_0001.jpg,0
0.610885628,0.167863461,0.004787179,0.018940577,0.003850557,0.000104069,0,0.002393589,0.011239463,0.000936622,0,0.143615361,0.001248829,0.011447601,0.00228952,0,0.016338849,0.000104069,0.003122073,0.000832553,0.010774969,0.008448859,0.006951593,0.007018435,0.007900753,0.015895084,0.034637648,0.053179685,0.082496691,0.114433913,0.114928546,0.116345601,0.103217785,0.095811665,0.080772162,0.056628745,0.038554603,0.025908052,0.016389717,0.009705493,0.037857748,0.04509311,0.054827959,0.064051218,0.070818838,0.073332944,0.077776478,0.082819306,0.079194317,0.08675125,0.084514865,0.062472593,0.042038179,0.038296255,0.047841085,0.026953548,0.00912094,0.004648171,0.004677405,0.00691379,E:\juhua\反面\11-贵州息烽 杭白菊\GZ_XF_HBJ_0_0106.jpg,9
0.756696197,0.128737111,0.00742754,0.01794643,0.00255192,6.22E-05,2.07E-05,0.000995871,0.004792631,0,0.000477188,0.056432706,0.000165979,0.004190958,0.001141103,0.001348576,0.007821739,0.003879749,0.003547791,0.001763522,0.014190914,0.01590686,0.031982566,0.030663211,0.04514077,0.061259669,0.080665175,0.108304865,0.113825735,0.101833746,0.079180901,0.065429772,0.056751875,0.048034712,0.038112067,0.033737778,0.027097813,0.020874072,0.015176503,0.011830997,0.00579525,0.00751021,0.009654879,0.010963359,0.013278362,0.016135339,0.019143294,0.025008226,0.033091381,0.04324565,0.051050075,0.054932931,0.064014866,0.070681145,0.085577686,0.115835317,0.108418017,0.120538877,0.095108685,0.050016453,E:\juhua\反面\12-河北巨鹿 杭白菊\HB_JL_HBJ_0_0111.jpg,10
0.437349145,0.420374646,0.053258474,0.014272222,0.001652849,0,0,0.000892014,0.003463113,0.000419771,0,0.055121209,5.25E-05,0.003568055,0.000498478,0,0.006480218,0.000262357,0.001311785,0.001023192,0.015396914,0.013830575,0.016222329,0.028142101,0.068086987,0.107238954,0.101675527,0.087799457,0.089268305,0.078459919,0.067794517,0.059962824,0.05165018,0.047412617,0.040471331,0.036292262,0.031014805,0.025698353,0.018789565,0.014792476,0.010605816,0.01434335,0.017764581,0.023361198,0.026692057,0.030720072,0.035839008,0.040661008,0.04710325,0.057889811,0.064932382,0.062034019,0.060529968,0.063266953,0.082684053,0.103527741,0.105974244,0.097408256,0.044043508,0.010618726,E:\juhua\反面\4-河南焦作 怀菊\HN_JZ_HJ_0_0114.jpg,3
0.568261431,0.231286873,0.012629056,0.026640855,0.003871681,0.000184366,4.61E-05,0.001935841,0.008665192,0.00064528,9.22E-05,0.117256637,0.000230457,0.008757375,0.002258481,0.00032264,0.010370575,0.000829646,0.003134218,0.002581121,0.010019506,0.011828874,0.013669618,0.017900192,0.033321654,0.052571028,0.07976907,0.110031533,0.123957391,0.115836153,0.106261145,0.083157713,0.068191207,0.05297892,0.035978183,0.028939428,0.021864067,0.015578344,0.010715014,0.007430959,0.029998962,0.031227293,0.029716388,0.032201885,0.032547893,0.036232887,0.039416168,0.045338685,0.055171101,0.069616968,0.085296933,0.085533373,0.072921352,0.069565067,0.081294765,0.085245032,0.059501978,0.036157918,0.015258988,0.007756364,E:\juhua\反面\14-河南周口 杭白菊\HN_ZK_HBJ_0_0080.jpg,11
0.829589233,0.106419172,0.009456146,0.009406114,0.001951268,0.000500325,0,0.000100065,0.003702407,0,0.000100065,0.025216391,5.00E-05,0,0.002801821,0,0.008155301,0.000300195,0.000850553,0.001400911,0.013769324,0.014828503,0.016856718,0.016451075,0.020484969,0.040361473,0.070987515,0.114323703,0.119822419,0.115044846,0.097151485,0.074728445,0.056474512,0.049082796,0.046468653,0.037657187,0.030130256,0.02632172,0.021882183,0.017172218,0.01626252,0.016351752,0.020233342,0.026144957,0.034398911,0.037321257,0.0393959,0.036897406,0.037053561,0.04171593,0.045062128,0.054498405,0.064135454,0.073080956,0.080130279,0.095567404,0.096727419,0.089878868,0.07247864,0.022664912,E:\juhua\反面\21-浙江武义白姆乡 杭白菊\ZJ_WYBMX_HBJ_0_0041.jpg,17
0.569506279,0.201674353,0.017435631,0.032275882,0.007905927,0.00056566,0.000219609,0.006441867,0.008611338,0.002016411,0.000252883,0.100940326,0.00073203,0.00687443,0.002082959,0.001004878,0.02045692,0.011632627,0.006049232,0.003320756,0.023817713,0.016291737,0.0162404,0.018948417,0.024985626,0.028366155,0.032185613,0.03278112,0.035650848,0.035799725,0.036546675,0.036017906,0.04070239,0.050091893,0.059273481,0.068945337,0.086471724,0.100648384,0.121221611,0.135013245,0.008263756,0.01057429,0.013247668,0.017857073,0.021469956,0.02613638,0.033206641,0.04088596,0.046599446,0.052971233,0.060333064,0.06861885,0.080901095,0.096657565,0.114558698,0.102006912,0.097375477,0.068405032,0.030714685,0.00921622,E:\juhua\反面\6-安徽黄山 金丝菊\AN_HS_JSJ_0_0145.jpg,5
0.736395572,0.181049911,0.020448068,0.009378936,0.001259362,0.000165706,0,0.000231988,0.000497117,0.003115265,0.000231988,0.037515742,6.63E-05,0,0.002286737,0.000795387,0.005070591,0,6.63E-05,0.001425068,0.011021411,0.00996841,0.01012051,0.010845911,0.02049842,0.044729145,0.072259272,0.104212004,0.125435825,0.138446238,0.111992512,0.085035685,0.061577162,0.047981748,0.037791038,0.02971803,0.024429624,0.020603721,0.018099918,0.015233415,0.007914101,0.012415388,0.017642323,0.028527047,0.037325533,0.044740751,0.05104482,0.054582355,0.057723052,0.060546277,0.064015783,0.057178816,0.050557275,0.045058222,0.048164904,0.074140844,0.108745195,0.131342336,0.038141887,0.01019309,E:\juhua\反面\19-浙江桐乡石门1 杭白菊\ZJ_TXSM1_HBJ_0_0143.jpg,15
0.581173261,0.210758137,0.009043072,0.034223348,0.00218281,0.000155915,0.000116936,0.002221789,0.007289027,0.000779575,3.90E-05,0.130968622,0.000155915,0.006626389,0.000584681,0.000428766,0.009549795,0.000818554,0.001832002,0.001052426,0.015471897,0.022876934,0.02134004,0.02658313,0.053243473,0.078146314,0.118252646,0.13011762,0.112127128,0.095037448,0.076329984,0.05882115,0.047617997,0.037701717,0.026730201,0.021652566,0.018295665,0.015457189,0.012975362,0.011221537,0.004061241,0.005870564,0.008788143,0.011549928,0.014566648,0.017951605,0.022671425,0.024459504,0.024941047,0.029749386,0.036880457,0.040966483,0.046369669,0.055699546,0.067415889,0.093231501,0.10676425,0.150347348,0.166762267,0.070953099,E:\juhua\反面\12-河北巨鹿 杭白菊\HB_JL_HBJ_0_0069.jpg,10
0.586029465,0.250343035,0.006048241,0.017440601,0.002997039,0,7.22E-05,0.000704124,0.006553766,0.000595797,1.81E-05,0.07003322,0.000234708,0.005524662,0.001245757,0.000992995,0.019029393,0.016321225,0.011536795,0.004278905,0.025933858,0.034526966,0.044689381,0.04795424,0.087963991,0.100205033,0.095962894,0.097364606,0.084405295,0.066200445,0.057733579,0.046295692,0.039382898,0.036982139,0.030165115,0.02873946,0.024606149,0.020683966,0.016931556,0.013272738,0.01291748,0.015076585,0.017493559,0.018900911,0.021514564,0.024591507,0.026300435,0.029904042,0.033214816,0.034451712,0.039047459,0.050229787,0.068221601,0.090433285,0.122207969,0.144144302,0.124742951,0.08989788,0.030122575,0.006586582,E:\juhua\反面\1-安徽亳州 亳菊\AH_HZ_HJ_0_0149.jpg,0
